FIPS,PeerCountyGroup,County,State
19165,85,Shelby County,Iowa
19167,67,Sioux County,Iowa
19169,30,Story County,Iowa
19171,86,Tama County,Iowa
19173,71,Taylor County,Iowa
19175,84,Union County,Iowa
19177,85,Van Buren County,Iowa
19179,47,Wapello County,Iowa
19181,21,Warren County,Iowa
19183,34,Washington County,Iowa
19185,85,Wayne County,Iowa
19187,44,Webster County,Iowa
19189,76,Winnebago County,Iowa
19191,76,Winneshiek County,Iowa
19193,33,Woodbury County,Iowa
19195,48,Worth County,Iowa
19197,71,Wright County,Iowa
20001,58,Allen County,Kansas
20003,71,Anderson County,Kansas
20005,47,Atchison County,Kansas
20007,89,Barber County,Kansas
20009,47,Barton County,Kansas
20011,70,Bourbon County,Kansas
20013,84,Brown County,Kansas
20015,21,Butler County,Kansas
20017,78,Chase County,Kansas
20019,69,Chautauqua County,Kansas
20021,82,Cherokee County,Kansas
20023,87,Cheyenne County,Kansas
20025,79,Clark County,Kansas
20027,76,Clay County,Kansas
20029,71,Cloud County,Kansas
20031,76,Coffey County,Kansas
20033,87,Comanche County,Kansas
20035,47,Cowley County,Kansas
20037,39,Crawford County,Kansas
20039,72,Decatur County,Kansas
20041,84,Dickinson County,Kansas
20043,29,Doniphan County,Kansas
20045,30,Douglas County,Kansas
20047,80,Edwards County,Kansas
20049,88,Elk County,Kansas
20051,39,Ellis County,Kansas
20053,87,Ellsworth County,Kansas
20055,45,Finney County,Kansas
20057,45,Ford County,Kansas
20059,50,Franklin County,Kansas
20061,36,Geary County,Kansas
20063,87,Gove County,Kansas
20065,88,Graham County,Kansas
20067,73,Grant County,Kansas
20069,80,Gray County,Kansas
20071,80,Greeley County,Kansas
20073,71,Greenwood County,Kansas
20075,73,Hamilton County,Kansas
20077,71,Harper County,Kansas
20079,21,Harvey County,Kansas
20081,73,Haskell County,Kansas
20083,87,Hodgeman County,Kansas
20085,34,Jackson County,Kansas
20087,34,Jefferson County,Kansas
20089,88,Jewell County,Kansas
20091,10,Johnson County,Kansas
20093,45,Kearny County,Kansas
20095,22,Kingman County,Kansas
20097,78,Kiowa County,Kansas
20099,48,Labette County,Kansas
20101,87,Lane County,Kansas
20103,6,Leavenworth County,Kansas
20105,85,Lincoln County,Kansas
20107,11,Linn County,Kansas
20109,89,Logan County,Kansas
20111,39,Lyon County,Kansas
20113,52,McPherson County,Kansas
20115,85,Marion County,Kansas
20117,78,Marshall County,Kansas
20119,80,Meade County,Kansas
20121,4,Miami County,Kansas
20123,78,Mitchell County,Kansas
20125,41,Montgomery County,Kansas
20127,76,Morris County,Kansas
20129,80,Morton County,Kansas
20131,76,Nemaha County,Kansas
20133,70,Neosho County,Kansas
20135,88,Ness County,Kansas
20137,87,Norton County,Kansas
20139,29,Osage County,Kansas
20141,88,Osborne County,Kansas
20143,52,Ottawa County,Kansas
20145,64,Pawnee County,Kansas
20147,87,Phillips County,Kansas
20149,31,Pottawatomie County,Kansas
20151,89,Pratt County,Kansas
20153,88,Rawlins County,Kansas
20155,51,Reno County,Kansas
20157,88,Republic County,Kansas
20159,80,Rice County,Kansas
20161,30,Riley County,Kansas
20163,85,Rooks County,Kansas
20165,88,Rush County,Kansas
20167,79,Russell County,Kansas
20169,51,Saline County,Kansas
20171,80,Scott County,Kansas
20173,16,Sedgwick County,Kansas
20175,45,Seward County,Kansas
20177,28,Shawnee County,Kansas
20179,87,Sheridan County,Kansas
20181,79,Sherman County,Kansas
20183,72,Smith County,Kansas
20185,85,Stafford County,Kansas
20187,80,Stanton County,Kansas
20189,73,Stevens County,Kansas
20191,22,Sumner County,Kansas
20193,89,Thomas County,Kansas
20195,87,Trego County,Kansas
20197,34,Wabaunsee County,Kansas
20199,89,Wallace County,Kansas
20201,87,Washington County,Kansas
20203,73,Wichita County,Kansas
20205,71,Wilson County,Kansas
20207,71,Woodson County,Kansas
20209,9,Wyandotte County,Kansas
21001,56,Adair County,Kentucky
21003,26,Allen County,Kentucky
21005,50,Anderson County,Kentucky
21007,48,Ballard County,Kentucky
21009,35,Barren County,Kentucky
21011,37,Bath County,Kentucky
21013,40,Bell County,Kentucky
21015,10,Boone County,Kentucky
21017,23,Bourbon County,Kentucky
21019,20,Boyd County,Kentucky
21021,39,Boyle County,Kentucky
21023,3,Bracken County,Kentucky
21025,90,Breathitt County,Kentucky
21027,63,Breckinridge County,Kentucky
21029,13,Bullitt County,Kentucky
21031,26,Butler County,Kentucky
21033,70,Caldwell County,Kentucky
21035,39,Calloway County,Kentucky
21037,6,Campbell County,Kentucky
21039,63,Carlisle County,Kentucky
21041,53,Carroll County,Kentucky
21043,56,Carter County,Kentucky
21045,90,Casey County,Kentucky
21047,17,Christian County,Kentucky
21049,14,Clark County,Kentucky
21051,54,Clay County,Kentucky
21053,90,Clinton County,Kentucky
21055,62,Crittenden County,Kentucky
21057,62,Cumberland County,Kentucky
21059,28,Daviess County,Kentucky
21061,26,Edmonson County,Kentucky
21063,90,Elliott County,Kentucky
21065,90,Estill County,Kentucky
21067,16,Fayette County,Kentucky
21069,61,Fleming County,Kentucky
21071,55,Floyd County,Kentucky
21073,51,Franklin County,Kentucky
21075,37,Fulton County,Kentucky
21077,12,Gallatin County,Kentucky
21079,61,Garrard County,Kentucky
21081,5,Grant County,Kentucky
21083,47,Graves County,Kentucky
21085,61,Grayson County,Kentucky
21087,57,Green County,Kentucky
21089,20,Greenup County,Kentucky
21091,27,Hancock County,Kentucky
21093,33,Hardin County,Kentucky
21095,90,Harlan County,Kentucky
21097,53,Harrison County,Kentucky
21099,90,Hart County,Kentucky
21101,23,Henderson County,Kentucky
21103,5,Henry County,Kentucky
21105,63,Hickman County,Kentucky
21107,41,Hopkins County,Kentucky
21109,90,Jackson County,Kentucky
21111,2,Jefferson County,Kentucky
21113,23,Jessamine County,Kentucky
21115,90,Johnson County,Kentucky
21117,6,Kenton County,Kentucky
21119,90,Knott County,Kentucky
21121,40,Knox County,Kentucky
21123,27,Larue County,Kentucky
21125,42,Laurel County,Kentucky
21127,90,Lawrence County,Kentucky
21129,90,Lee County,Kentucky
21131,90,Leslie County,Kentucky
21133,90,Letcher County,Kentucky
21135,90,Lewis County,Kentucky
21137,37,Lincoln County,Kentucky
21139,37,Livingston County,Kentucky
21141,70,Logan County,Kentucky
21143,77,Lyon County,Kentucky
21145,42,McCracken County,Kentucky
21147,54,McCreary County,Kentucky
21149,27,McLean County,Kentucky
21151,39,Madison County,Kentucky
21153,90,Magoffin County,Kentucky
21155,61,Marion County,Kentucky
21157,68,Marshall County,Kentucky
21159,54,Martin County,Kentucky
21161,35,Mason County,Kentucky
21163,27,Meade County,Kentucky
21165,37,Menifee County,Kentucky
21167,56,Mercer County,Kentucky
21169,37,Metcalfe County,Kentucky
21171,90,Monroe County,Kentucky
21173,42,Montgomery County,Kentucky
21175,90,Morgan County,Kentucky
21177,56,Muhlenberg County,Kentucky
21179,47,Nelson County,Kentucky
21181,62,Nicholas County,Kentucky
21183,61,Ohio County,Kentucky
21185,10,Oldham County,Kentucky
21187,62,Owen County,Kentucky
21189,90,Owsley County,Kentucky
21191,3,Pendleton County,Kentucky
21193,90,Perry County,Kentucky
21195,59,Pike County,Kentucky
21197,90,Powell County,Kentucky
21199,42,Pulaski County,Kentucky
21201,57,Robertson County,Kentucky
21203,37,Rockcastle County,Kentucky
21205,53,Rowan County,Kentucky
21207,90,Russell County,Kentucky
21209,19,Scott County,Kentucky
21211,12,Shelby County,Kentucky
21213,70,Simpson County,Kentucky
21215,13,Spencer County,Kentucky
21217,35,Taylor County,Kentucky
21219,70,Todd County,Kentucky
21221,20,Trigg County,Kentucky
21223,5,Trimble County,Kentucky
21225,79,Union County,Kentucky
21227,30,Warren County,Kentucky
21229,58,Washington County,Kentucky
21231,90,Wayne County,Kentucky
21233,58,Webster County,Kentucky
21235,37,Whitley County,Kentucky
21237,54,Wolfe County,Kentucky
21239,21,Woodford County,Kentucky
22001,15,Acadia Parish,Louisiana
22003,81,Allen Parish,Louisiana
22005,19,Ascension Parish,Louisiana
22007,82,Assumption Parish,Louisiana
22009,55,Avoyelles Parish,Louisiana
22011,47,Beauregard Parish,Louisiana
22013,55,Bienville Parish,Louisiana
22015,19,Bossier Parish,Louisiana
22017,17,Caddo Parish,Louisiana
22019,28,Calcasieu Parish,Louisiana
22021,81,Caldwell Parish,Louisiana
22023,34,Cameron Parish,Louisiana
22025,81,Catahoula Parish,Louisiana
22027,81,Claiborne Parish,Louisiana
22029,40,Concordia Parish,Louisiana
22031,15,De Soto Parish,Louisiana
22033,16,East Baton Rouge Parish,Louisiana
22035,54,East Carroll Parish,Louisiana
22037,20,East Feliciana Parish,Louisiana
22039,55,Evangeline Parish,Louisiana
22041,55,Franklin Parish,Louisiana
22043,27,Grant Parish,Louisiana
22045,15,Iberia Parish,Louisiana
22047,15,Iberville Parish,Louisiana
22049,70,Jackson Parish,Louisiana
22051,9,Jefferson Parish,Louisiana
22053,61,Jefferson Davis Parish,Louisiana
22055,16,Lafayette Parish,Louisiana
22057,27,Lafourche Parish,Louisiana
22059,60,LaSalle Parish,Louisiana
22061,39,Lincoln Parish,Louisiana
22063,19,Livingston Parish,Louisiana
22065,66,Madison Parish,Louisiana
22067,40,Morehouse Parish,Louisiana
22069,40,Natchitoches Parish,Louisiana
22071,1,Orleans Parish,Louisiana
22073,32,Ouachita Parish,Louisiana
22075,5,Plaquemines Parish,Louisiana
22077,15,Pointe Coupee Parish,Louisiana
22079,32,Rapides Parish,Louisiana
22081,55,Red River Parish,Louisiana
22083,61,Richland Parish,Louisiana
22085,61,Sabine Parish,Louisiana
22087,9,St. Bernard Parish,Louisiana
22089,12,St. Charles Parish,Louisiana
22091,15,St. Helena Parish,Louisiana
22093,3,St. James Parish,Louisiana
22095,5,St. John the Baptist Parish,Louisiana
22097,40,St. Landry Parish,Louisiana
22099,15,St. Martin Parish,Louisiana
22101,42,St. Mary Parish,Louisiana
22103,6,St. Tammany Parish,Louisiana
22105,32,Tangipahoa Parish,Louisiana
22107,54,Tensas Parish,Louisiana
22109,33,Terrebonne Parish,Louisiana
22111,26,Union Parish,Louisiana
22113,15,Vermilion Parish,Louisiana
22115,36,Vernon Parish,Louisiana
22117,40,Washington Parish,Louisiana
22119,15,Webster Parish,Louisiana
22121,14,West Baton Rouge Parish,Louisiana
22123,55,West Carroll Parish,Louisiana
22125,20,West Feliciana Parish,Louisiana
22127,55,Winn Parish,Louisiana
23001,28,Androscoggin County,Maine
23003,59,Aroostook County,Maine
23005,18,Cumberland County,Maine
23007,83,Franklin County,Maine
23009,74,Hancock County,Maine
23011,38,Kennebec County,Maine
23013,74,Knox County,Maine
23015,74,Lincoln County,Maine
23017,59,Oxford County,Maine
23019,28,Penobscot County,Maine
23021,57,Piscataquis County,Maine
23023,22,Sagadahoc County,Maine
23025,59,Somerset County,Maine
23027,74,Waldo County,Maine
23029,59,Washington County,Maine
23031,24,York County,Maine
24001,27,Allegany County,Maryland
24003,8,Anne Arundel County,Maryland
24005,7,Baltimore County,Maryland
24009,4,Calvert County,Maryland
24011,68,Caroline County,Maryland
24013,4,Carroll County,Maryland
24015,13,Cecil County,Maryland
24017,10,Charles County,Maryland
24019,43,Dorchester County,Maryland
24021,10,Frederick County,Maryland
24023,74,Garrett County,Maryland
24025,4,Harford County,Maryland
24027,10,Howard County,Maryland
24029,65,Kent County,Maryland
24031,7,Montgomery County,Maryland
24033,7,Prince George's County,Maryland
24035,8,Queen Anne's County,Maryland
24037,31,St. Mary's County,Maryland
24039,20,Somerset County,Maryland
24041,49,Talbot County,Maryland
24043,23,Washington County,Maryland
24045,23,Wicomico County,Maryland
24047,24,Worcester County,Maryland
24510,1,Baltimore city,Maryland
25001,25,Barnstable County,Massachusetts
25003,25,Berkshire County,Massachusetts
25005,9,Bristol County,Massachusetts
25007,49,Dukes County,Massachusetts
25009,7,Essex County,Massachusetts
25011,49,Franklin County,Massachusetts
25013,17,Hampden County,Massachusetts
25015,18,Hampshire County,Massachusetts
25017,7,Middlesex County,Massachusetts
25019,65,Nantucket County,Massachusetts
25021,7,Norfolk County,Massachusetts
25023,8,Plymouth County,Massachusetts
25025,1,Suffolk County,Massachusetts
25027,18,Worcester County,Massachusetts
26001,77,Alcona County,Michigan
26003,77,Alger County,Michigan
26005,51,Allegan County,Michigan
26007,41,Alpena County,Michigan
26009,77,Antrim County,Michigan
26011,83,Arenac County,Michigan
26013,64,Baraga County,Michigan
26015,13,Barry County,Michigan
26017,28,Bay County,Michigan
26019,46,Benzie County,Michigan
26021,28,Berrien County,Michigan
26023,41,Branch County,Michigan
26025,28,Calhoun County,Michigan
26027,22,Cass County,Michigan
26029,74,Charlevoix County,Michigan
26031,83,Cheboygan County,Michigan
26033,44,Chippewa County,Michigan
26035,57,Clare County,Michigan
26037,21,Clinton County,Michigan
26039,83,Crawford County,Michigan
26041,46,Delta County,Michigan
26043,46,Dickinson County,Michigan
26045,22,Eaton County,Michigan
26047,74,Emmet County,Michigan
26049,23,Genesee County,Michigan
26051,83,Gladwin County,Michigan
26053,69,Gogebic County,Michigan
26055,51,Grand Traverse County,Michigan
26057,44,Gratiot County,Michigan
26059,41,Hillsdale County,Michigan
26061,44,Houghton County,Michigan
26063,83,Huron County,Michigan
26065,16,Ingham County,Michigan
26067,44,Ionia County,Michigan
26069,69,Iosco County,Michigan
26071,77,Iron County,Michigan
26073,39,Isabella County,Michigan
26075,28,Jackson County,Michigan
26077,16,Kalamazoo County,Michigan
26079,41,Kalkaska County,Michigan
26081,2,Kent County,Michigan
26083,46,Keweenaw County,Michigan
26085,57,Lake County,Michigan
26087,13,Lapeer County,Michigan
26089,46,Leelanau County,Michigan
26091,38,Lenawee County,Michigan
26093,4,Livingston County,Michigan
26095,81,Luce County,Michigan
26097,77,Mackinac County,Michigan
26099,9,Macomb County,Michigan
26101,83,Manistee County,Michigan
26103,46,Marquette County,Michigan
26105,43,Mason County,Michigan
26107,43,Mecosta County,Michigan
26109,46,Menominee County,Michigan
26111,29,Midland County,Michigan
26113,48,Missaukee County,Michigan
26115,29,Monroe County,Michigan
26117,3,Montcalm County,Michigan
26119,77,Montmorency County,Michigan
26121,28,Muskegon County,Michigan
26123,59,Newaygo County,Michigan
26125,7,Oakland County,Michigan
26127,83,Oceana County,Michigan
26129,57,Ogemaw County,Michigan
26131,77,Ontonagon County,Michigan
26133,83,Osceola County,Michigan
26135,57,Oscoda County,Michigan
26137,83,Otsego County,Michigan
26139,4,Ottawa County,Michigan
26141,77,Presque Isle County,Michigan
26143,77,Roscommon County,Michigan
26145,28,Saginaw County,Michigan
26147,3,St. Clair County,Michigan
26149,47,St. Joseph County,Michigan
26151,59,Sanilac County,Michigan
26153,57,Schoolcraft County,Michigan
26155,38,Shiawassee County,Michigan
26157,59,Tuscola County,Michigan
26159,14,Van Buren County,Michigan
26161,18,Washtenaw County,Michigan
26163,1,Wayne County,Michigan
26165,41,Wexford County,Michigan
27001,77,Aitkin County,Minnesota
27003,4,Anoka County,Minnesota
27005,68,Becker County,Minnesota
27007,47,Beltrami County,Minnesota
27009,33,Benton County,Minnesota
27011,88,Big Stone County,Minnesota
27013,30,Blue Earth County,Minnesota
27015,52,Brown County,Minnesota
27017,22,Carlton County,Minnesota
27019,10,Carver County,Minnesota
27021,46,Cass County,Minnesota
27023,84,Chippewa County,Minnesota
27025,4,Chisago County,Minnesota
27027,31,Clay County,Minnesota
27029,82,Clearwater County,Minnesota
27031,65,Cook County,Minnesota
27033,85,Cottonwood County,Minnesota
27035,46,Crow Wing County,Minnesota
27037,4,Dakota County,Minnesota
27039,34,Dodge County,Minnesota
27041,46,Douglas County,Minnesota
27043,85,Faribault County,Minnesota
27045,34,Fillmore County,Minnesota
27047,48,Freeborn County,Minnesota
27049,51,Goodhue County,Minnesota
27051,85,Grant County,Minnesota
27053,2,Hennepin County,Minnesota
27055,34,Houston County,Minnesota
27057,86,Hubbard County,Minnesota
27059,13,Isanti County,Minnesota
27061,68,Itasca County,Minnesota
27063,76,Jackson County,Minnesota
27065,83,Kanabec County,Minnesota
27067,51,Kandiyohi County,Minnesota
27069,85,Kittson County,Minnesota
27071,83,Koochiching County,Minnesota
27073,88,Lac qui Parle County,Minnesota
27075,77,Lake County,Minnesota
27077,77,Lake of the Woods County,Minnesota
27079,4,Le Sueur County,Minnesota
27081,76,Lincoln County,Minnesota
27083,50,Lyon County,Minnesota
27085,51,McLeod County,Minnesota
27087,66,Mahnomen County,Minnesota
27089,86,Marshall County,Minnesota
27091,84,Martin County,Minnesota
27093,86,Meeker County,Minnesota
27095,13,Mille Lacs County,Minnesota
27097,68,Morrison County,Minnesota
27099,50,Mower County,Minnesota
27101,87,Murray County,Minnesota
27103,31,Nicollet County,Minnesota
27105,45,Nobles County,Minnesota
27107,85,Norman County,Minnesota
27109,31,Olmsted County,Minnesota
27111,46,Otter Tail County,Minnesota
27113,84,Pennington County,Minnesota
27115,68,Pine County,Minnesota
27117,71,Pipestone County,Minnesota
27119,29,Polk County,Minnesota
27121,86,Pope County,Minnesota
27123,2,Ramsey County,Minnesota
27125,85,Red Lake County,Minnesota
27127,85,Redwood County,Minnesota
27129,85,Renville County,Minnesota
27131,51,Rice County,Minnesota
27133,79,Rock County,Minnesota
27135,86,Roseau County,Minnesota
27137,23,St. Louis County,Minnesota
27139,10,Scott County,Minnesota
27141,4,Sherburne County,Minnesota
27143,13,Sibley County,Minnesota
27145,31,Stearns County,Minnesota
27147,50,Steele County,Minnesota
27149,79,Stevens County,Minnesota
27151,84,Swift County,Minnesota
27153,82,Todd County,Minnesota
27155,88,Traverse County,Minnesota
27157,34,Wabasha County,Minnesota
27159,70,Wadena County,Minnesota
27161,86,Waseca County,Minnesota
27163,10,Washington County,Minnesota
27165,80,Watonwan County,Minnesota
27167,52,Wilkin County,Minnesota
27169,51,Winona County,Minnesota
27171,4,Wright County,Minnesota
27173,85,Yellow Medicine County,Minnesota
28001,40,Adams County,Mississippi
28003,35,Alcorn County,Mississippi
28005,37,Amite County,Mississippi
28007,55,Attala County,Mississippi
28009,5,Benton County,Mississippi
28011,40,Bolivar County,Mississippi
28013,61,Calhoun County,Mississippi
28015,37,Carroll County,Mississippi
28017,55,Chickasaw County,Mississippi
28019,90,Choctaw County,Mississippi
28021,40,Claiborne County,Mississippi
28023,37,Clarke County,Mississippi
28025,55,Clay County,Mississippi
28027,40,Coahoma County,Mississippi
28029,15,Copiah County,Mississippi
28031,61,Covington County,Mississippi
28033,6,DeSoto County,Mississippi
28035,32,Forrest County,Mississippi
28037,58,Franklin County,Mississippi
28039,82,George County,Mississippi
28041,81,Greene County,Mississippi
28043,37,Grenada County,Mississippi
28045,14,Hancock County,Mississippi
28047,17,Harrison County,Mississippi
28049,17,Hinds County,Mississippi
28051,66,Holmes County,Mississippi
28053,54,Humphreys County,Mississippi
28055,54,Issaquena County,Mississippi
28057,37,Itawamba County,Mississippi
28059,14,Jackson County,Mississippi
28061,37,Jasper County,Mississippi
28063,66,Jefferson County,Mississippi
28065,54,Jefferson Davis County,Mississippi
28067,42,Jones County,Mississippi
28069,37,Kemper County,Mississippi
28071,39,Lafayette County,Mississippi
28073,33,Lamar County,Mississippi
28075,42,Lauderdale County,Mississippi
28077,62,Lawrence County,Mississippi
28079,55,Leake County,Mississippi
28081,42,Lee County,Mississippi
28083,40,Leflore County,Mississippi
28085,35,Lincoln County,Mississippi
28087,42,Lowndes County,Mississippi
28089,19,Madison County,Mississippi
28091,55,Marion County,Mississippi
28093,5,Marshall County,Mississippi
28095,61,Monroe County,Mississippi
28097,90,Montgomery County,Mississippi
28099,55,Neshoba County,Mississippi
28101,61,Newton County,Mississippi
28103,54,Noxubee County,Mississippi
28105,39,Oktibbeha County,Mississippi
28107,61,Panola County,Mississippi
28109,47,Pearl River County,Mississippi
28111,26,Perry County,Mississippi
28113,40,Pike County,Mississippi
28115,47,Pontotoc County,Mississippi
28117,61,Prentiss County,Mississippi
28119,54,Quitman County,Mississippi
28121,21,Rankin County,Mississippi
28123,55,Scott County,Mississippi
28125,54,Sharkey County,Mississippi
28127,15,Simpson County,Mississippi
28129,55,Smith County,Mississippi
28131,82,Stone County,Mississippi
28133,40,Sunflower County,Mississippi
28135,54,Tallahatchie County,Mississippi
28137,5,Tate County,Mississippi
28139,61,Tippah County,Mississippi
28141,58,Tishomingo County,Mississippi
28143,5,Tunica County,Mississippi
28145,61,Union County,Mississippi
28147,55,Walthall County,Mississippi
28149,35,Warren County,Mississippi
28151,40,Washington County,Mississippi
28153,90,Wayne County,Mississippi
28155,61,Webster County,Mississippi
28157,90,Wilkinson County,Mississippi
28159,55,Winston County,Mississippi
28161,62,Yalobusha County,Mississippi
28163,15,Yazoo County,Mississippi
29001,39,Adair County,Missouri
29003,34,Andrew County,Missouri
29005,71,Atchison County,Missouri
29007,47,Audrain County,Missouri
29009,59,Barry County,Missouri
29011,70,Barton County,Missouri
29013,5,Bates County,Missouri
29015,69,Benton County,Missouri
29017,26,Bollinger County,Missouri
29019,30,Boone County,Missouri
29021,33,Buchanan County,Missouri
29023,35,Butler County,Missouri
29025,3,Caldwell County,Missouri
29027,27,Callaway County,Missouri
29029,74,Camden County,Missouri
29031,30,Cape Girardeau County,Missouri
29033,71,Carroll County,Missouri
29035,62,Carter County,Missouri
29037,4,Cass County,Missouri
29039,62,Cedar County,Missouri
29041,85,Chariton County,Missouri
29043,19,Christian County,Missouri
29045,48,Clark County,Missouri
29047,6,Clay County,Missouri
29049,13,Clinton County,Missouri
29051,31,Cole County,Missouri
29053,84,Cooper County,Missouri
29055,61,Crawford County,Missouri
29057,71,Dade County,Missouri
29059,20,Dallas County,Missouri
29061,82,Daviess County,Missouri
29063,27,DeKalb County,Missouri
29065,62,Dent County,Missouri
29067,57,Douglas County,Missouri
29069,40,Dunklin County,Missouri
29071,13,Franklin County,Missouri
29073,83,Gasconade County,Missouri
29075,58,Gentry County,Missouri
29077,16,Greene County,Missouri
29079,71,Grundy County,Missouri
29081,71,Harrison County,Missouri
29083,83,Henry County,Missouri
29085,57,Hickory County,Missouri
29087,71,Holt County,Missouri
29089,82,Howard County,Missouri
29091,35,Howell County,Missouri
29093,58,Iron County,Missouri
29095,2,Jackson County,Missouri
29097,33,Jasper County,Missouri
29099,13,Jefferson County,Missouri
29101,36,Johnson County,Missouri
29103,71,Knox County,Missouri
29105,35,Laclede County,Missouri
29107,13,Lafayette County,Missouri
29109,59,Lawrence County,Missouri
29111,52,Lewis County,Missouri
29113,12,Lincoln County,Missouri
29115,71,Linn County,Missouri
29117,70,Livingston County,Missouri
29119,15,McDonald County,Missouri
29121,83,Macon County,Missouri
29123,58,Madison County,Missouri
29125,63,Maries County,Missouri
29127,35,Marion County,Missouri
29129,71,Mercer County,Missouri
29131,56,Miller County,Missouri
29133,54,Mississippi County,Missouri
29135,27,Moniteau County,Missouri
29137,76,Monroe County,Missouri
29139,58,Montgomery County,Missouri
29141,57,Morgan County,Missouri
29143,53,New Madrid County,Missouri
29145,29,Newton County,Missouri
29147,39,Nodaway County,Missouri
29149,69,Oregon County,Missouri
29151,34,Osage County,Missouri
29153,69,Ozark County,Missouri
29155,66,Pemiscot County,Missouri
29157,86,Perry County,Missouri
29159,47,Pettis County,Missouri
29161,44,Phelps County,Missouri
29163,81,Pike County,Missouri
29165,6,Platte County,Missouri
29167,14,Polk County,Missouri
29169,36,Pulaski County,Missouri
29171,69,Putnam County,Missouri
29173,48,Ralls County,Missouri
29175,44,Randolph County,Missouri
29177,3,Ray County,Missouri
29179,57,Reynolds County,Missouri
29181,58,Ripley County,Missouri
29183,4,St. Charles County,Missouri
29185,69,St. Clair County,Missouri
29186,82,Ste. Genevieve County,Missouri
29187,44,St. Francois County,Missouri
29189,7,St. Louis County,Missouri
29195,47,Saline County,Missouri
29197,35,Schuyler County,Missouri
29199,79,Scotland County,Missouri
29201,35,Scott County,Missouri
29203,57,Shannon County,Missouri
29205,71,Shelby County,Missouri
29207,56,Stoddard County,Missouri
29209,46,Stone County,Missouri
29211,80,Sullivan County,Missouri
29213,39,Taney County,Missouri
29215,56,Texas County,Missouri
29217,70,Vernon County,Missouri
29219,3,Warren County,Missouri
29221,61,Washington County,Missouri
29223,57,Wayne County,Missouri
29225,14,Webster County,Missouri
29227,88,Worth County,Missouri
29229,62,Wright County,Missouri
29510,1,St. Louis city,Missouri
30001,75,Beaverhead County,Montana
30003,66,Big Horn County,Montana
30005,66,Blaine County,Montana
30007,65,Broadwater County,Montana
30009,29,Carbon County,Montana
30011,72,Carter County,Montana
30013,29,Cascade County,Montana
30015,70,Chouteau County,Montana
30017,79,Custer County,Montana
30019,89,Daniels County,Montana
30021,67,Dawson County,Montana
30023,79,Deer Lodge County,Montana
30025,67,Fallon County,Montana
30027,78,Fergus County,Montana
30029,49,Flathead County,Montana
30031,49,Gallatin County,Montana
30033,89,Garfield County,Montana
30035,66,Glacier County,Montana
30037,29,Golden Valley County,Montana
30039,77,Granite County,Montana
30041,70,Hill County,Montana
30043,52,Jefferson County,Montana
30045,88,Judith Basin County,Montana
30047,74,Lake County,Montana
30049,36,Lewis and Clark County,Montana
30051,89,Liberty County,Montana
30053,75,Lincoln County,Montana
30055,88,McCone County,Montana
30057,65,Madison County,Montana
30059,77,Meagher County,Montana
30061,75,Mineral County,Montana
30063,30,Missoula County,Montana
30065,78,Musselshell County,Montana
30067,65,Park County,Montana
30069,87,Petroleum County,Montana
30071,78,Phillips County,Montana
30073,70,Pondera County,Montana
30075,78,Powder River County,Montana
30077,64,Powell County,Montana
30079,88,Prairie County,Montana
30081,74,Ravalli County,Montana
30083,67,Richland County,Montana
30085,66,Roosevelt County,Montana
30087,82,Rosebud County,Montana
30089,75,Sanders County,Montana
30091,79,Sheridan County,Montana
30093,39,Silver Bow County,Montana
30095,76,Stillwater County,Montana
30097,78,Sweet Grass County,Montana
30099,76,Teton County,Montana
30101,64,Toole County,Montana
30103,78,Treasure County,Montana
30105,89,Valley County,Montana
30107,78,Wheatland County,Montana
30109,79,Wibaux County,Montana
30111,31,Yellowstone County,Montana
31001,50,Adams County,Nebraska
31003,78,Antelope County,Nebraska
31005,78,Arthur County,Nebraska
31007,46,Banner County,Nebraska
31009,78,Blaine County,Nebraska
31011,85,Boone County,Nebraska
31013,80,Box Butte County,Nebraska
31015,88,Boyd County,Nebraska
31017,71,Brown County,Nebraska
31019,36,Buffalo County,Nebraska
31021,85,Burt County,Nebraska
31023,85,Butler County,Nebraska
31025,21,Cass County,Nebraska
31027,76,Cedar County,Nebraska
31029,89,Chase County,Nebraska
31031,79,Cherry County,Nebraska
31033,67,Cheyenne County,Nebraska
31035,87,Clay County,Nebraska
31037,73,Colfax County,Nebraska
31039,80,Cuming County,Nebraska
31041,89,Custer County,Nebraska
31043,33,Dakota County,Nebraska
31045,79,Dawes County,Nebraska
31047,45,Dawson County,Nebraska
31049,79,Deuel County,Nebraska
31051,34,Dixon County,Nebraska
31053,50,Dodge County,Nebraska
31055,16,Douglas County,Nebraska
31057,88,Dundy County,Nebraska
31059,87,Fillmore County,Nebraska
31061,88,Franklin County,Nebraska
31063,76,Frontier County,Nebraska
31065,78,Furnas County,Nebraska
31067,52,Gage County,Nebraska
31069,88,Garden County,Nebraska
31071,78,Garfield County,Nebraska
31073,52,Gosper County,Nebraska
31075,76,Grant County,Nebraska
31077,88,Greeley County,Nebraska
31079,33,Hall County,Nebraska
31081,34,Hamilton County,Nebraska
31083,87,Harlan County,Nebraska
31085,78,Hayes County,Nebraska
31087,78,Hitchcock County,Nebraska
31089,78,Holt County,Nebraska
31091,88,Hooker County,Nebraska
31093,34,Howard County,Nebraska
31095,71,Jefferson County,Nebraska
31097,64,Johnson County,Nebraska
31099,52,Kearney County,Nebraska
31101,79,Keith County,Nebraska
